	PL01	PL02	3D7
PF3D7_1349500	620	269	55
PF3D7_0104900	1	0	0
PF3D7_1009100	4	1	1
PF3D7_0321800	988	253	416
PF3D7_1252000	0	0	0
PF3D7_1334800	132	55	33
PF3D7_1332200	1663	432	1262
PF3D7_0823600	15	4	1
PF3D7_0706500	3151	1130	950
PF3D7_1229100	3259	989	775
PF3D7_0411500	0	0	0
PF3D7_0317000	394	147	102
PF3D7_1015600	1773	483	269
PF3D7_1430600	38	23	2
PF3D7_1363300	30	8	3
PF3D7_0516000	79	30	15
PF3D7_1142100	1765	563	1509
PF3D7_0816200	347	123	150
PF3D7_0317200	3604	1749	1349
PF3D7_1351800	472	114	125
PF3D7_0417500	106	52	10
PF3D7_0205300	15	3	0
PF3D7_0906890	3	0	0
PF3D7_1425600	45	9	5
PF3D7_0303600	9	4	0
PF3D7_0629900	165	88	29
PF3D7_0506600	0	1	0
PF3D7_1040600	1	0	0
PF3D7_0515000	1087	357	264
PF3D7_0318300	1594	454	651
PF3D7_1414000	352	126	62
PF3D7_1346900	22	12	4
PF3D7_0606400	20	16	6
PF3D7_1109400	863	345	323
PF3D7_0907300	28	10	2
PF3D7_0910000	6	1	0
PF3D7_0521900	46	12	1
PF3D7_0418600	204	59	33
PF3D7_0721800	4200	1479	2152
PF3D7_1305500	51	18	8
PF3D7_1346200	29	12	5
PF3D7_0817000	10	2	0
PF3D7_0723600	99	34	8
PF3D7_0511800	4839	2263	660
PF3D7_0910900	397	178	78
PF3D7_1330000	114	32	19
PF3D7_1324000	246	71	28
PF3D7_1362000	86	41	33
PF3D7_0212800	370	130	149
PF3D7_0908800	67	26	2
PF3D7_1024800	28478	8013	16265
PF3D7_1428800	31	13	5
PF3D7_1326300	8627	3273	8481
PF3D7_1106500	761	214	181
PF3D7_0200700	1	1	0
PF3D7_0833000	7	9	2
PF3D7_1010400	61	29	17
PF3D7_1033500	549	154	104
PF3D7_0419600	4361	1500	1499
PF3D7_0908100	9	2	0
PF3D7_1305400	196	77	28
PF3D7_0929900	24	8	2
PF3D7_1018400	7	3	0
PF3D7_1201500	554	147	54
PF3D7_1343200	666	355	169
PF3D7_0917100	239	101	52
PF3D7_0425900	1	2	1
PF3D7_API05100	0	0	0
PF3D7_0301300	191	66	10
PF3D7_1412700	609	189	344
PF3D7_0807800	672	256	119
PF3D7_0728500	1	2	0
PF3D7_1134800	378	125	134
PF3D7_1471400	771	342	169
PF3D7_0416800	4851	1991	1158
PF3D7_0809250	24	11	2
PF3D7_0932900	2	0	1
PF3D7_1440800	380	87	59
PF3D7_1004000	10003	3044	1052
PF3D7_1135400	341	131	43
PF3D7_0321500	92	27	8
PF3D7_1200610	0	0	0
PF3D7_1229600	160	77	45
PF3D7_API04500	0	0	0
PF3D7_1114300	0	0	0
PF3D7_1112600	69	30	6
PF3D7_1433600	0	0	0
PF3D7_0423000	33	12	13
PF3D7_0935700	102	42	31
PF3D7_1145600	26	12	1
PF3D7_1469300	50	18	9
PF3D7_1233100	93	28	11
PF3D7_0223300	0	0	0
PF3D7_1125300	245	103	113
PF3D7_0422700	968	365	210
PF3D7_1113000	181	68	72
PF3D7_1041100	1	1	0
PF3D7_0900200	0	1	1
PF3D7_0829600	22	5	3
PF3D7_0321200	23	7	4
PF3D7_1118200	1435	433	180
PF3D7_1127300	50	8	10
PF3D7_0732600	0	0	0
PF3D7_0212100	2730	1041	1823
PF3D7_1411200	1399	456	394
PF3D7_1136600	991	319	581
PF3D7_1361600	62	17	2
PF3D7_0806400	1	2	1
PF3D7_1202200	91	60	12
PF3D7_1115400	3582	1270	1159
PF3D7_0106000	252	133	84
PF3D7_1247000	59	8	4
PF3D7_1359400	1643	741	228
PF3D7_0725400	570	208	93
PF3D7_1126700	846	309	150
PF3D7_1324200	2867	850	2355
PF3D7_0724500	30	4	2
PF3D7_1353400	281	103	67
PF3D7_0712000	28	17	1002
PF3D7_1147300	699	255	126
PF3D7_0606500	384	159	49
PF3D7_1453500	91	34	12
PF3D7_0201000	0	0	0
PF3D7_1414500	2834	977	759
PF3D7_0219700	261	79	50
PF3D7_1038700	120	43	11
PF3D7_1336500	0	0	0
PF3D7_1138900	5	2	3
PF3D7_1138600	500	164	93
PF3D7_1429000	66	18	5
PF3D7_0933400	43	13	2
PF3D7_0304800	19	7	1
PF3D7_1243400	40	11	28
PF3D7_0614000	164	75	48
PF3D7_0307600	75	28	41
PF3D7_1039100	2	1	3
PF3D7_1234000	20	10	6
PF3D7_1456100	16	10	0
PF3D7_0724400	34	8	3
PF3D7_0207500	1963	865	750
PF3D7_0828800	519	111	162
PF3D7_1457500	109	52	17
PF3D7_1403600	135	73	3
PF3D7_0420400	64	27	23
PF3D7_1129300	164	61	37
PF3D7_0819600	737	171	135
PF3D7_1020000	587	222	96
PF3D7_1365000	125	27	18
PF3D7_0621200	5570	1250	1889
PF3D7_1012200	200	60	23
PF3D7_0419700	67	22	2
PF3D7_0423100	137	43	4
PF3D7_1437300	210	109	31
PF3D7_0717400	800	275	86
PF3D7_0920000	240	80	7
PF3D7_1352700	515	174	174
PF3D7_1023800	35	10	6
PF3D7_1320500	282	89	92
PF3D7_0606600	1945	677	892
PF3D7_0709000	1348	318	555
PF3D7_0301400	125	29	9
PF3D7_0213100	1417	485	238
PF3D7_1321600	7	5	1
PF3D7_0832600	0	2	0
PF3D7_1400200	5	5	1
PF3D7_1122300	16	5	0
PF3D7_0524300	127	62	27
PF3D7_0632200	4	2	0
PF3D7_1402500	367	170	26
PF3D7_0209600	182	83	48
PF3D7_1479800	1	0	1
PF3D7_1040100	1	1	0
PF3D7_1114000	18	5	0
PF3D7_1344000	85	37	20
PF3D7_1137300	595	181	176
PF3D7_1423600	103	38	8
PF3D7_1352600	7	4	1
PF3D7_1009500	93	53	15
PF3D7_1462200	21	8	2
PF3D7_0510400	15	1	0
PF3D7_0308600	528	189	74
PF3D7_1227800	1307	450	213
PF3D7_0807700	131	44	47
PF3D7_1334500	667	299	136
PF3D7_1332700	955	270	206
PF3D7_1431600	237	97	37
PF3D7_1144700	230	86	27
PF3D7_1469900	60	30	17
PF3D7_0911400	271	99	33
PF3D7_0913600	135	63	24
PF3D7_0407600	38	16	19
PF3D7_0407500	29	14	4
PF3D7_1429300	74	27	5
PF3D7_1328800	2	1	0
PF3D7_1101600	0	0	0
PF3D7_1100100	43	27	201
PF3D7_0403300	3	1	1
PF3D7_0408600	155	49	8
PF3D7_1358300	7	3	0
PF3D7_1028100	12	0	3
PF3D7_0812220	249	71	8
PF3D7_1225400	16	9	13
PF3D7_0829100	1260	501	167
PF3D7_0921800	210	71	45
PF3D7_1362800	448	213	175
PF3D7_1147100	1	1	0
PF3D7_1236650	118	48	11
PF3D7_0215900	19	7	2
PF3D7_1360400	21	14	2
PF3D7_0500700	0	0	0
PF3D7_1100800	6	4	4
PF3D7_1206500	24	10	2
PF3D7_1421600	320	99	70
PF3D7_0519400	3117	1080	1407
PF3D7_0212400	451	113	102
PF3D7_0611500	10	3	0
PF3D7_1354500	346	131	92
PF3D7_0103700	31	7	8
PF3D7_1129850	0	0	0
PF3D7_1420800	1	1	0
PF3D7_1301800	148	64	113
PF3D7_1217300	217	90	60
PF3D7_1300500	1	2	0
PF3D7_1304200	307	83	77
PF3D7_1443100	1173	452	752
PF3D7_1233300	448	149	146
PF3D7_0615600	398	108	146
PF3D7_1011300	46	17	25
PF3D7_1228400	415	218	89
PF3D7_0610500	17	8	0
PF3D7_0602500	117	39	20
PF3D7_0318100	423	143	57
PF3D7_1119200	9	1	1
PF3D7_1207200	69	16	7
PF3D7_0808500	0	0	0
PF3D7_1009800	276	110	92
PF3D7_0306900	5828	1742	1195
PF3D7_0605400	4	2	0
PF3D7_0418300	14778	5566	14203
PF3D7_0927600	282	132	13
PF3D7_1037500	336	109	62
PF3D7_1367500	77	36	7
PF3D7_API02400	0	0	0
PF3D7_1477500	1143	680	428
PF3D7_0312500	191	67	36
PF3D7_1433100	335	119	51
PF3D7_0805100	79	31	3
PF3D7_0100100	36	4	351
PF3D7_1202900	48355	17313	52466
PF3D7_1137200	18	7	1
PF3D7_0628700	4	0	0
PF3D7_1342300	165	66	19
PF3D7_0608000	51	15	7
PF3D7_0719400	377	119	61
PF3D7_0600700	1	2	1
PF3D7_0108000	5675	1876	2258
PF3D7_0715800	281	119	27
PF3D7_0504200	133	37	38
PF3D7_1417100	39	11	11
PF3D7_1372700	0	2	1
PF3D7_0218800	253	61	25
PF3D7_1436700	66	20	10
PF3D7_1367600	120	47	19
PF3D7_0411300	120	45	39
PF3D7_1128600	77	16	9
PF3D7_1017200	11	9	0
PF3D7_0937500	1	2	3
PF3D7_0301100	7	0	0
PF3D7_1361400	11	2	3
PF3D7_1238400	42	11	0
PF3D7_1301300	59	13	19
PF3D7_0424400	116	30	24
PF3D7_0411900	677	260	215
PF3D7_1430900	203	80	24
PF3D7_1435300	1305	396	625
PF3D7_0705000	886	307	235
PF3D7_1008300	0	0	0
PF3D7_0401000	0	0	0
PF3D7_0424200	884	197	68
PF3D7_0200800	0	0	0
PF3D7_0935500	1668	642	1890
PF3D7_1434800	1208	366	117
PF3D7_1146800	321	75	35
PF3D7_0619500	201	70	21
PF3D7_0916000	257	107	58
PF3D7_0934600	27	7	0
PF3D7_0521800	83	42	9
PF3D7_1003200	55	20	2
PF3D7_0915400	10157	2827	2537
PF3D7_1363100	98	57	13
PF3D7_0601700	24	11	0
PF3D7_1426000	2972	988	544
PF3D7_0206200	1732	416	545
PF3D7_1424300	1	0	0
PF3D7_1452300	7	6	1
PF3D7_1011000	92	42	18
PF3D7_1246800	615	210	163
PF3D7_1424500	3	0	0
PF3D7_1002600	22	9	0
PF3D7_1037000	152	58	29
PF3D7_1120900	10	3	2
PF3D7_0413900	299	116	19
PF3D7_0612500	150	43	11
PF3D7_0317300	2598	866	2148
PF3D7_1127100	155	70	77
PF3D7_0827800	2359	922	1303
PF3D7_API02000	0	0	0
PF3D7_1364000	162	67	50
PF3D7_0410600	649	189	149
PF3D7_1440100	471	205	259
PF3D7_0922400	63	24	4
PF3D7_1025000	886	290	335
PF3D7_0615700	337	125	41
PF3D7_1449400	146	66	126
PF3D7_1143400	7722	2143	1986
PF3D7_1354000	4	1	0
PF3D7_1205500	5934	1709	1653
PF3D7_0816100	62	35	17
PF3D7_1439100	168	71	46
PF3D7_0626200	5	0	1
PF3D7_0416100	606	304	72
PF3D7_0403400	317	65	31
PF3D7_1313700	50	19	11
PF3D7_0712200	0	0	0
PF3D7_0420700	10	9	221
PF3D7_0615900	819	222	153
PF3D7_0918800	91	28	13
PF3D7_0212500	1407	408	608
PF3D7_1302800	2656	960	712
PF3D7_1142000	25	6	1
PF3D7_1008200	22	13	12
PF3D7_1347100	100	29	37
PF3D7_0802700	9	7	3
PF3D7_0204700	3314	1025	1221
PF3D7_1255000	0	2	0
PF3D7_0221900	2	0	0
PF3D7_1460800	74	22	56
PF3D7_0114500	186	206	9
PF3D7_1252100	1845	814	486
PF3D7_1032500	309	143	53
PF3D7_0506000	0	0	0
PF3D7_1418800	36	11	2
PF3D7_1324500	98	32	14
PF3D7_0409000	11	3	1
PF3D7_0929100	149	51	34
PF3D7_1414700	84	27	8
PF3D7_1371700	52	20	2
PF3D7_0603700	12	8	0
PF3D7_1016800	365	94	34
PF3D7_1305700	16	5	2
PF3D7_1010700	2481	691	457
PF3D7_1451500	67	21	0
PF3D7_1355800	184	88	54
PF3D7_1441900	57	28	2
PF3D7_0509900	148	40	28
PF3D7_1112500	178	53	46
PF3D7_1106000	810	273	92
PF3D7_1319800	214	61	2
PF3D7_0622200	284	117	63
PF3D7_1216600	45	9	1
PF3D7_1216900	4342	1800	1470
PF3D7_0710500	33	11	2
PF3D7_0712500	2	4	0
PF3D7_0214300	1203	348	145
PF3D7_0221400	0	10	0
PF3D7_0821600	402	131	158
PF3D7_0502400	2380	719	2634
PF3D7_1427600	68	30	4
PF3D7_1403900	311	111	37
PF3D7_1357300	0	0	0
PF3D7_0204600	58	18	14
PF3D7_0914900	214	71	14
PF3D7_1342000	14639	4242	3651
PF3D7_0309500	7684	2116	2399
PF3D7_1031700	381	177	93
PF3D7_0833300	345	31	14
PF3D7_1459100	232	60	13
PF3D7_0732900	25	37	2
PF3D7_0110600	2248	900	1593
PF3D7_0711800	0	0	0
PF3D7_1003600	2997	799	388
PF3D7_1302700	850	317	164
PF3D7_1421000	50	17	10
PF3D7_1412800	1700	562	220
PF3D7_1322400	23	15	4
PF3D7_1442400	145	58	20
PF3D7_1117100	54	20	6
PF3D7_1216000	221	95	22
PF3D7_0316700	875	369	260
PF3D7_1207100	2588	777	1000
PF3D7_1345000	15	6	2
PF3D7_0518500	2907	757	930
PF3D7_1250100	65	22	5
PF3D7_0702800	2	0	1
PF3D7_0416500	21	7	3
PF3D7_0618200	1062	361	200
PF3D7_0306300	1228	535	141
PF3D7_1217200	3342	969	1929
PF3D7_1242400	14	3	2
PF3D7_0217200	104	38	24
PF3D7_API00450	0	0	0
PF3D7_0800500	4	1	0
PF3D7_0812700	289	88	85
PF3D7_1451300	214	61	68
PF3D7_0810500	98	46	16
PF3D7_0702400	2302	1108	688
PF3D7_0624700	75	31	12
PF3D7_1227700	895	309	343
PF3D7_1444400	20	9	0
PF3D7_0502900	61	55	16
PF3D7_0826400	56	30	5
PF3D7_0905000	23	8	0
PF3D7_1232400	29	17	1
PF3D7_0628400	37	17	10
PF3D7_1413300	3	1	0
PF3D7_0711000	368	131	63
PF3D7_1359200	242	98	20
PF3D7_1303900	31	14	0
PF3D7_0506100	524	197	40
PF3D7_0613600	186	57	11
PF3D7_1248700	21057	8605	15300
PF3D7_1218600	935	285	152
PF3D7_0309900	49	15	6
PF3D7_0929500	2	0	0
PF3D7_1132200	6317	1694	1082
PF3D7_0313700	127	51	17
PF3D7_1420100	55	14	11
PF3D7_0720400	330	103	37
PF3D7_1020300	25	15	1
PF3D7_0423700	6616	2198	547
PF3D7_1411600	75	34	19
PF3D7_0501500	153	46	48
PF3D7_1311800	8090	2771	1699
PF3D7_0720500	45	3	10
PF3D7_1458300	178	80	13
PF3D7_0113000	5470	9962	8363
PF3D7_0604100	1126	579	364
PF3D7_1434400	75	26	5
PF3D7_0924500	221	119	102
PF3D7_1132900	73	41	16
PF3D7_1109300	3	5	1
PF3D7_0424100	682	155	59
PF3D7_0305400	5	4	0
PF3D7_1214800	20	11	5
PF3D7_1478400	0	0	0
PF3D7_1408600	5095	1629	1310
PF3D7_1310400	534	246	120
PF3D7_0528900	17	0	4
PF3D7_1352400	181	75	29
PF3D7_0213900	504	154	98
PF3D7_0712400	4	12	101
PF3D7_0110300	0	0	0
PF3D7_0813300	30450	7616	19515
PF3D7_0729900	82	18	6
PF3D7_0425250	1	0	0
PF3D7_1230900	1255	450	975
PF3D7_1459400	114	55	19
PF3D7_0707500	111	34	4
PF3D7_1403500	86	46	5
PF3D7_1249500	113	27	27
PF3D7_0213200	1	0	0
PF3D7_0514700	3	1	1
PF3D7_1019800	89	28	16
PF3D7_1341700	5	4	0
PF3D7_1035900	2119	734	324
PF3D7_0622400	38	11	3
PF3D7_1021500	99	31	11
PF3D7_0701200	0	1	0
PF3D7_1028800	27	10	5
PF3D7_0114600	6	9	0
PF3D7_1361900	1090	480	139
PF3D7_1300600	0	2	4
PF3D7_0322200	10	0	0
PF3D7_1136500	3569	1518	714
PF3D7_1141400	1372	488	377
PF3D7_1408500	343	150	78
PF3D7_1357000	7258	3312	1268
PF3D7_0719800	67	24	12
PF3D7_API04800	0	0	0
PF3D7_0417700	13	6	0
PF3D7_1426500	115	31	4
PF3D7_0507800	1813	638	285
PF3D7_1341300	16088	4806	3958
PF3D7_0500600	2	3	0
PF3D7_0706700	19	11	1
PF3D7_0702700	0	0	0
PF3D7_1030900	60	7	12
PF3D7_0815300	38	14	5
PF3D7_0218400	741	178	161
PF3D7_1433200	11	2	4
PF3D7_1331500	41	17	12
PF3D7_1417500	2291	657	1700
PF3D7_0729800	2	1	0
PF3D7_1355900	1162	358	185
PF3D7_0627800	2586	963	222
PF3D7_1372300	62	11	4
PF3D7_0301600	602	229	67
PF3D7_1253600	0	1	0
PF3D7_0106800	427	165	136
PF3D7_1222900	7	5	1
PF3D7_0205200	1	0	0
PF3D7_0826600	445	104	79
PF3D7_1413600	3	0	0
PF3D7_1324900	16244	5015	8205
PF3D7_0324400	2	4	0
PF3D7_1348700	6	3	1
PF3D7_1214400	11	4	1
PF3D7_1149700	0	0	1
PF3D7_0825400	55	22	6
PF3D7_1410800	426	134	234
PF3D7_1456500	699	267	177
PF3D7_1118600	340	131	119
PF3D7_1244700	1894	795	405
PF3D7_1201400	58	18	13
PF3D7_1472700	332	89	108
PF3D7_0109500	289	108	42
PF3D7_0607700	712	300	250
PF3D7_0402000	4524	1142	2686
PF3D7_0824600	97	46	44
PF3D7_0609000	4105	1363	2055
PF3D7_1334900	11	5	0
PF3D7_0725100	466	205	52
PF3D7_1476700	8	5	0
PF3D7_1432300	96	44	4
PF3D7_0516400	63	19	9
PF3D7_0406900	59	12	6
PF3D7_1148000	555	302	126
PF3D7_API06800	0	0	0
PF3D7_1360500	164	54	27
PF3D7_1446500	1642	597	951
PF3D7_0926500	337	168	61
PF3D7_1224100	213	70	26
PF3D7_1143000	35	9	2
PF3D7_0818300	18	7	0
PF3D7_0532300	6424	3625	4780
PF3D7_1217500	782	420	114
PF3D7_0930100	91	46	13
PF3D7_1027400	395	143	58
PF3D7_1473700	834	301	104
PF3D7_1317300	114	48	44
PF3D7_0729100	3702	1106	1763
PF3D7_0516800	660	336	169
PF3D7_0312300	121	55	47
PF3D7_1146500	3	1	0
PF3D7_1231500	63	33	6
PF3D7_1308000	254	147	297
PF3D7_0107400	223	65	41
PF3D7_0621900	1741	659	767
PF3D7_0818500	949	386	140
PF3D7_1429600	546	173	61
PF3D7_1131200	115	40	15
PF3D7_0602400	1576	507	333
PF3D7_1128200	516	164	29
PF3D7_0603500	196	103	64
PF3D7_0805200	1663	364	111
PF3D7_0519100	245	79	52
PF3D7_0603300	139	44	19
PF3D7_1454300	20	4	2
PF3D7_1011900	456	160	382
PF3D7_1149800	0	1	1
PF3D7_1205200	8	3	9
PF3D7_1017700	32	8	16
PF3D7_1318100	694	244	246
PF3D7_0625800	23	13	4
PF3D7_1360700	795	302	185
PF3D7_1328700	11	1	7
PF3D7_1322100	934	292	157
PF3D7_1311700	173	77	7
PF3D7_1032300	21	7	4
PF3D7_1400300	1	0	2
PF3D7_1225200	138	47	20
PF3D7_1468300	10	5	0
PF3D7_1328000	167	66	22
PF3D7_0618500	253	100	62
PF3D7_0318500	602	155	205
PF3D7_1356600	430	145	61
PF3D7_1344200	2484	1191	541
PF3D7_1240000	25	14	4
PF3D7_1108500	758	329	104
PF3D7_0616600	88	32	19
PF3D7_0203100	925	200	436
PF3D7_0625900	2	0	1
PF3D7_1428200	303	103	76
PF3D7_1005300	1	2	0
PF3D7_0101600	0	0	1
PF3D7_0200600	1	0	0
PF3D7_1204500	86	22	8
PF3D7_0413500	159	75	23
PF3D7_1419300	62	16	7
PF3D7_0909500	49	20	5
PF3D7_0505500	409	221	147
PF3D7_0829300	318	127	21
PF3D7_0515600	421	103	29
PF3D7_0819400	6	3	1
PF3D7_1248300	43	22	2
PF3D7_1460000	25	6	0
PF3D7_1112000	55	18	30
PF3D7_1145200	3415	1332	2676
PF3D7_0624400	263	76	58
PF3D7_1456600	58	19	40
PF3D7_1424900	56	14	3
PF3D7_1334600	208	113	79
PF3D7_0833500	8	9	156
PF3D7_1439700	178	73	44
PF3D7_1129900	1626	488	138
PF3D7_1123700	192	78	5
PF3D7_1411000	354	65	18
PF3D7_1034300	1	0	0
PF3D7_0402700	4	6	4
PF3D7_0322700	312	116	139
PF3D7_1136000	162	94	53
PF3D7_0101900	2	3	0
PF3D7_1357800	13282	3048	13921
PF3D7_0629200	486	219	54
PF3D7_0221100	0	0	0
PF3D7_1356900	527	188	68
PF3D7_1210400	155	57	25
PF3D7_1221600	21	5	9
PF3D7_0829900	2696	458	149
PF3D7_1009700	254	104	41
PF3D7_1333500	51	21	7
PF3D7_0809900	239	65	111
PF3D7_1241900	375	125	145
PF3D7_1025300	226	123	70
PF3D7_1112900	14	9	2
PF3D7_1426100	4073	1263	619
PF3D7_0902800	434	241	99
PF3D7_0915700	111	39	9
PF3D7_1363500	248	85	32
PF3D7_0203500	0	0	0
PF3D7_1248400	74	16	2
PF3D7_0318200	6730	2281	1378
PF3D7_1220500	0	0	1
PF3D7_0100600	1	0	0
PF3D7_1132700	665	199	157
PF3D7_1349100	177	63	14
PF3D7_0934700	271	109	30
PF3D7_0404700	1034	401	473
PF3D7_0400200	9	9	36
PF3D7_1455100	108	42	2
PF3D7_1433900	13	3	0
PF3D7_0509500	17	8	4
PF3D7_1111700	30	16	3
PF3D7_1208300	38	10	7
PF3D7_0905900	730	269	138
PF3D7_0602600	235	112	75
PF3D7_API04700	0	0	0
PF3D7_1247100	66	41	10
PF3D7_0612700	137	74	11
PF3D7_1450700	303	124	56
PF3D7_1323000	68	27	3
PF3D7_1134900	11	5	0
PF3D7_0114800	0	4	0
PF3D7_0730700	0	0	0
PF3D7_1239800	130	46	14
PF3D7_0513900	16	6	3
PF3D7_0502500	2	2	1
PF3D7_1118700	522	254	142
PF3D7_0814400	72	33	12
PF3D7_0829000	383	168	120
PF3D7_1438100	1945	622	1008
PF3D7_0515500	44	26	4
PF3D7_1115100	100	34	10
PF3D7_0731600	696	270	227
PF3D7_1206400	0	0	0
PF3D7_0729600	87	25	12
PF3D7_0701400	0	0	0
PF3D7_1255100	0	1	0
PF3D7_API01300	0	0	0
PF3D7_1216800	0	0	0
PF3D7_1329700	77	27	6
PF3D7_1461400	897	271	308
PF3D7_1114100	609	221	245
PF3D7_1304700	13	3	0
PF3D7_0515800	50	12	17
PF3D7_1441800	20	11	3
PF3D7_0620500	356	87	114
PF3D7_1471100	38173	10720	16188
PF3D7_0608310	52	21	18
PF3D7_0315300	25	7	4
PF3D7_0321000	433	137	127
PF3D7_1460200	44	19	15
PF3D7_1317500	3	1	3
PF3D7_0608300	85	28	14
PF3D7_1473000	0	0	0
PF3D7_1201900	592	180	104
PF3D7_1471700	18	11	1
PF3D7_0712300	33	22	474
PF3D7_0517500	48	13	15
PF3D7_0727300	191	64	36
PF3D7_1313100	2	3	1
PF3D7_1424400	7057	2305	613
PF3D7_0715200	330	125	60
PF3D7_0403700	1066	420	564
PF3D7_0620900	0	0	1
PF3D7_1138800	806	274	137
PF3D7_0801400	31	15	0
PF3D7_1328500	524	153	157
PF3D7_1103100	16869	4689	6070
PF3D7_0703800	77	24	3
PF3D7_1315300	104	68	23
PF3D7_0202000	48181	23801	54322
PF3D7_0410200	0	0	0
PF3D7_0617500	0	0	41
PF3D7_1212400	103	34	14
PF3D7_0708800	4585	1806	975
PF3D7_0604300	132	49	7
PF3D7_1323400	4539	1267	780
PF3D7_1121700	1086	274	212
PF3D7_1326200	124	35	17
PF3D7_1200500	9	5	5
PF3D7_1359900	824	354	374
PF3D7_1112100	238	117	86
PF3D7_1437200	1720	810	1035
PF3D7_1404300	6	0	3
PF3D7_0711700	24	21	174
PF3D7_0714900	1	1	0
PF3D7_1419800	396	138	53
PF3D7_0512200	270	83	67
PF3D7_1109800	0	0	0
PF3D7_0507700	314	123	31
PF3D7_1442800	7	1	1
PF3D7_1364500	146	44	11
PF3D7_0722500	1040	461	171
PF3D7_0206800	0	0	0
PF3D7_1207300	10	0	1
PF3D7_0218600	1588	393	704
PF3D7_0705500	3054	1161	1513
PF3D7_1004500	88	47	16
PF3D7_0419500	54	33	4
PF3D7_1465400	54	19	8
PF3D7_0713800	88	35	25
PF3D7_0704400	163	54	36
PF3D7_0909400	1239	434	280
PF3D7_1128900	435	209	138
PF3D7_0528000	101	57	8
PF3D7_1223700	346	123	60
PF3D7_0724200	347	134	95
PF3D7_0708300	172	59	30
PF3D7_1008500	310	160	62
PF3D7_1231800	1337	426	357
PF3D7_1202000	101	63	30
PF3D7_0530200	328	139	28
PF3D7_0808200	1859	468	719
PF3D7_1420200	243	94	38
PF3D7_0923100	5	1	0
PF3D7_1236700	71	23	2
PF3D7_1435800	32	13	2
PF3D7_1319400	1242	586	261
PF3D7_0205900	1834	632	222
PF3D7_0209300	60	32	8
PF3D7_1355700	982	367	125
PF3D7_1468200	454	189	131
PF3D7_0918900	1395	637	338
PF3D7_0713600	102	41	27
PF3D7_0101000	1	2	0
PF3D7_1200300	0	0	0
PF3D7_0619600	75	19	17
PF3D7_0913300	2033	715	754
PF3D7_1371900	59	42	1
PF3D7_0216100	70	41	4
PF3D7_1455000	39	10	1
PF3D7_1147700	40	9	1
PF3D7_1143500	56	29	6
PF3D7_0418900	62	17	1
PF3D7_0831300	1014	376	117
PF3D7_0100700	0	0	0
PF3D7_1227200	341	129	66
PF3D7_0315100	1083	420	235
PF3D7_1010200	1212	338	378
PF3D7_1367900	1	0	1
PF3D7_1008000	371	175	69
PF3D7_1039400	0	0	0
PF3D7_1138200	2	0	0
PF3D7_1406000	262	105	34
PF3D7_0923200	214	72	38
PF3D7_1022000	382	127	60
PF3D7_0522600	153	83	25
PF3D7_0726200	352	80	52
PF3D7_0626840	0	0	0
PF3D7_1213300	35	7	1
PF3D7_1303000	132	55	6
PF3D7_1414100	265	105	222
PF3D7_0719200	59	18	1
PF3D7_0817200	144	77	26
PF3D7_1328900	72	27	7
PF3D7_0412200	4	4	1
PF3D7_1433500	3020	924	1042
PF3D7_0113400	57	21	1
PF3D7_1241000	1	0	0
PF3D7_1331100	277	117	43
PF3D7_0314000	183	120	26
PF3D7_0613500	115	42	17
PF3D7_0708200	43	10	9
PF3D7_1005700	57	12	17
PF3D7_1228800	2609	943	592
PF3D7_0222100	0	0	0
PF3D7_0318600	188	57	29
PF3D7_1014500	57	15	5
PF3D7_0923700	13	7	0
PF3D7_1420600	294	95	125
PF3D7_1357400	214	63	55
PF3D7_1226300	1649	516	310
PF3D7_API02100	0	0	0
PF3D7_1120600	162	57	85
PF3D7_1338500	10	3	0
PF3D7_0530300	380	177	123
PF3D7_0105700	825	251	189
PF3D7_0203900	139	49	38
PF3D7_1009000	151	63	22
PF3D7_0309000	192	79	25
PF3D7_1114400	25	6	2
PF3D7_1313900	27	8	3
PF3D7_0729500	278	100	41
PF3D7_0515200	11	4	0
PF3D7_1222400	301	86	41
PF3D7_0510100	741	327	153
PF3D7_1022400	7077	2392	2264
PF3D7_1139600	7	4	3
PF3D7_1443300	394	82	46
PF3D7_0213700	160	43	8
PF3D7_0308000	27	19	15
PF3D7_0503300	4923	1924	2377
PF3D7_1220600	24	9	0
PF3D7_1466200	2366	747	480
PF3D7_1311400	171	74	30
PF3D7_1465700	3	1	0
PF3D7_0416700	30	12	6
PF3D7_0805800	0	0	0
PF3D7_0520200	169	48	61
PF3D7_0924400	1327	409	133
PF3D7_0516600	1538	508	521
PF3D7_0215300	283	69	64
PF3D7_0305100	936	302	657
PF3D7_0314400	310	94	37
PF3D7_0729000	8	6	1
PF3D7_0518600	126	46	17
PF3D7_0813400	5300	1760	1491
PF3D7_0800800	1	4	0
PF3D7_0414100	91	36	9
PF3D7_1332400	190	48	34
PF3D7_0114900	4	4	0
PF3D7_1467000	2	0	0
PF3D7_0209900	64	20	5
PF3D7_1462800	13287	3614	3344
PF3D7_0408400	46	10	8
PF3D7_0323600	75	30	5
PF3D7_1452100	12	6	1
PF3D7_1001100	102	23	69
PF3D7_1206700	1837	619	368
PF3D7_1342700	139	42	20
PF3D7_0208800	42	20	1
PF3D7_1146100	50	21	27
PF3D7_1218100	75	6	9
PF3D7_0418400	51	24	2
PF3D7_1255200	16	15	82
PF3D7_1107500	184	56	13
PF3D7_1362600	38	19	14
